GP_VC,JFMC_Name,Area_Hect,District,Forest_Sub,Range,Beat,GP_VC_Name,Year,Tropical Evergreen (ha),Semi Evergreen (ha),Moist Mixed Deciduous (ha),Mixed Deciduous (ha),Total_Forest_Area (ha)
Gram Panchayet,West Bilthai,353.4600865,North Tripura,Dharmanagar,Panisagar,Panisagar,East Tilthai,2023,2.5,4.13,22.81,1.67,31.11
Village Council,Saitha,609.8020997,North Tripura,Dharmanagar,Panisagar,Indurail,Indurail,2023,38.23,35.72,51.32,29.04,154.31
Gram Panchayet,Shyamprasad Mukherjee,516.9304468,North Tripura,Dharmanagar,Panisagar,Panisagar,Deocherra,2023,1.93,6.39,28,0.95,37.27
Gram Panchayet,Puspamanipara,615.2021462,North Tripura,Dharmanagar,Panisagar,Indurail,South Padmabill,2023,3.38,4.92,30.6,2.05,40.95
Gram Panchayet,Kami Humkarai,490.4343731,North Tripura,Dharmanagar,Panisagar,Krishnapur,West Tilthai,2023,25.41,30.95,47.07,19.74,123.17
Village Council,Shivbari,982.8572212,Unakoti,Kailasahar,Gournagar,Jalai,Unokoti,2023,132.62,99.01,68.64,79.65,379.92
Gram Panchayet,Phaikakham,516.6313242,North Tripura,Dharmanagar,Panisagar,Krishnapur,West Tilthai,2023,49.07,50.49,41.57,25.14,166.27
Village Council,Mannei,984.5014486,North Tripura,Dharmanagar,Panisagar,Indurail,Noagaon,2023,88.4,77.16,84.58,62.76,312.9
Village Council,Reang Para,299.7080306,North Tripura,Dharmanagar,Panisagar,Halflong,Balidhum,2023,10.51,13.22,27.35,9.26,60.34
Village Council,Eden Rahuan,440.0368578,North Tripura,Dharmanagar,Panisagar,Bagbasa,Zaithang,2023,42.71,44.39,37.93,37.23,162.26
Gram Panchayet,Lumbockcherra,311.966249,North Tripura,Dharmanagar,Panisagar,Bagbasa,Bagbasa,2023,27.23,29.5,23.69,25.21,105.63
Village Council,Balidhum,472.6373433,North Tripura,Dharmanagar,Panisagar,Halflong,Balidhum,2023,61.58,84.81,40.85,36.96,224.2
Village Council,Tivalian,421.4766065,North Tripura,Dharmanagar,Panisagar,Bagbasa,Zaithang,2023,39.16,56.26,31,41,167.42
Village Council,Bireshpara,463.3139332,North Tripura,Dharmanagar,Panisagar,Halflong,Balidhum,2023,27.79,38.55,45.1,30.09,141.53
Gram Panchayet,Parasen,574.8812761,North Tripura,Dharmanagar,Panisagar,Bagbasa,Bagbasa,2023,18.21,24.47,31.58,16.1,90.36
Village Council,Baithangbari,639.1048078,North Tripura,Dharmanagar,Panisagar,Halflong,Balidhum,2023,74.84,61.2,57.34,52.66,246.04
Gram Panchayet,Balicherra,865.1212705,North Tripura,Dharmanagar,Dharmanagar,Sanichhara,Sanicherra,2023,43.33,59.95,48.39,43.48,195.15
Village Council,Nabajiban,959.0200933,North Tripura,Dharmanagar,Dharmanagar,Sanichhara,Balichara,2023,54.77,65.65,76.65,56.89,253.96
Gram Panchayet,Banaphul,557.6198812,North Tripura,Dharmanagar,Dharmanagar,Churaibari,Laxminagar,2023,7.29,7.38,25.95,5.18,45.8
Gram Panchayet,Alochaya,420.2280337,North Tripura,Dharmanagar,Dharmanagar,Churaibari,North Fulbari,2023,11.55,9.15,21.01,6.34,48.05
Village Council,Pathaliaghat,389.3197494,Sepahijala,Jampuijala,Charilam,Pramodnagar,Pathaliaghat,2023,0.61,1.5,12.81,0.49,15.41
Village Council,Chelakappa,732.9412968,Gomati,Karbook,Silachari,Bagachatal,Kaptali,2023,17.7,31.6,57.43,14.52,121.25
Village Council,Kaptali,944.2200809,Gomati,Karbook,Silachari,Bagachatal,Bagachatal,2023,63.32,88.29,78.47,61.34,291.42
Village Council,Pothachari,468.6693646,Gomati,Karbook,Silachari,Ghorakappa,Ghorakappa,2023,3.92,9.42,34.07,3.36,50.77
Village Council,Deshram khamar Para,357.2187539,Gomati,Karbook,Silachari,Ghorakappa,Ghorakappa,2023,25.67,34.18,26.94,17.17,103.96
Village Council,Nabachandra Para,879.662804,Gomati,Sabroom,Silachari,Suknachari,Chalita Bankul,2023,29.64,36.72,82.49,23.52,172.37
Village Council,Annabandhu Para,972.73778,Gomati,Karbook,Silachari,Ghorakappa,Suknachari,2023,33.11,60.86,71.22,28.22,193.41
Village Council,New Gunjalima,870.6227797,Gomati,Sabroom,Silachari,Ghorakappa,Chalita Bankul,2023,29.08,42.89,79.21,25.34,176.52
Village Council,Meghabarna Para,775.5240815,Gomati,Sabroom,Silachari,Suknachari,Chalita Bankul,2023,37.71,49.07,71.67,31.14,189.59
Village Council,Hazachari,322.0787445,Gomati,Karbook,Silachari,Suknachari,Hajachari,2023,32.52,41.17,21.67,23.93,119.29
Village Council,Larong,1085.773057,Gomati,Karbook,Silachari,Suknachari,Hajachari,2023,35.25,46.07,57.16,28.75,167.23
Village Council,Silaguha,579.5011521,Gomati,Karbook,Silachari,Silachari,Silachari,2023,26.19,28.92,32.48,13.92,101.51
Village Council,Barbil,565.7402645,Gomati,Karbook,Silachari,Ailmara,Barabil,2023,40.54,47.55,41.08,21.33,150.5
Village Council,Wasna,634.2356789,Gomati,Karbook,Silachari,Ailmara,Barabil,2023,1.01,2.83,20.91,0.6,25.35
Village Council,Aloran,399.4390564,Gomati,Karbook,Silachari,Ailmara,Ailmara,2023,15.24,16.87,35.94,8.38,76.43
Village Council,Chakma Augmuli,472.847395,Gomati,Karbook,Silachari,Ailmara,Ailmara,2023,0.54,2.07,17.48,0.59,20.68
Village Council,Patichari,658.2453391,Gomati,Karbook,Karbook,Bhagawantilla,Patichari,2023,13.46,19.55,41.1,9.69,83.8
Village Council,Bolong Naithok,1229.445988,Gomati,Karbook,Karbook,Bhagawantilla,Patichari,2023,48.32,50.54,83.42,38.32,220.6
Village Council,Nabajagaran,404.626922,Gomati,Karbook,Karbook,Bhagawantilla,Jalaya,2023,2.4,4.25,26.04,1.16,33.85
Village Council,Pilonjoy Para,995.8588576,Gomati,Karbook,Karbook,Bhagawantilla,Ichachari,2023,7.34,13.2,71.47,4.6,96.61
Village Council,Khumpui,669.0711878,Gomati,Santirbazar,Karbook,Jalaya Bazar,Lawgangsom,2023,40.25,44.53,58.96,34.43,178.17
Village Council,Debi chari,1005.52202,Gomati,Karbook,Karbook,Jalaya Bazar,East Karbook,2023,34.22,46.19,59.19,30.48,170.08
Village Council,Jangidas Para,838.188825,Gomati,Karbook,Karbook,Bairagidokan,Jenta Twisa,2023,6.22,9.21,58.4,4.48,78.31
Village Council,Durparai Para,680.3709562,Gomati,Karbook,Karbook,Bairagidokan,South Ekchari,2023,23.79,21.95,52.89,16.49,115.12
Village Council,Yaprikwtal,1241.599394,Gomati,Santirbazar,Karbook,Jalaya Bazar,Lawgangsom,2023,109.66,80.58,95.88,85.65,371.77
Village Council,Twibaglai,1567.121889,Gomati,Karbook,Tirthamukh,Tirthamukh,East Manikya Dewan,2023,176.57,211.6,110.83,139.73,638.73
Village Council,Sabuj banani,364.7942988,Gomati,Karbook,Karbook,Jatanbari,West Ekchari,2023,17.86,13.95,30.71,9.09,71.61
Village Council,Jugendra Para,1243.782129,Gomati,Karbook,Karbook,Bairagidokan,East Manikya Dewan,2023,19.58,25.04,86.44,11.68,142.74
Village Council,Hamkrai,781.1554902,Gomati,Karbook,Karbook,Lowgang,Lowgang,2023,75.58,57.09,53.6,50.93,237.2
Village Council,Satarai Uchoipara,264.7948033,Gomati,Karbook,Karbook,Lowgang,South Chellagang,2023,21.36,13.98,17.35,11.87,64.56
Village Council,Mandirghat Para,449.7386832,Gomati,Karbook,Tirthamukh,Mandirghat,Mukhchari,2023,36.56,42.91,29.7,25.71,134.88
Village Council,Rasnadhan Para,713.8966193,Gomati,Amarpur,Tirthamukh,Mandirghat,New Gomati,2023,100.36,98.93,47.85,45.61,292.75
Village Council,Santipara,640.0407275,Gomati,Karbook,Karbook,Jatanbari,Jatanbari,2023,11.5,12.99,46.8,7.1,78.39
,Baiddya Charri,436.9073283,Gomati,Amarpur,Tirthamukh,Tirthamukh,,2023,11.86,14.52,30.78,8.66,65.82
Village Council,Aaranga,796.8264434,Gomati,Amarpur,Tirthamukh,Tirthamukh,New Gomati,2023,73.13,77.45,66.08,37.23,253.89
Village Council,Swapner Sabuj,750.5286215,Gomati,Karbook,Karbook,Jatanbari,North Ekchari,2023,14.62,12.83,48.49,8.81,84.75
Village Council,Labarai Para,1034.006519,Gomati,Amarpur,Amarpur,Nutanbazar,North Chellagang,2023,36.5,24.51,77.51,17.88,156.4
Village Council,Raishyabari Nokthai,251.9298461,Dhalai,Gandacherra,Gonda Twisa,Raishyabari Proper,Narikal Kunja,2023,1.39,1.73,10.12,0.76,14
Village Council,Swam Twisa,692.7116648,Gomati,Amarpur,Tirthamukh,Tirthamukh,Natunbazar,2023,100.4,95.13,41.01,52.88,289.42
Village Council,Purba Potacherra,622.1716876,Dhalai,Gandacherra,Gonda Twisa,Potacherra,East Potacherra,2023,21.46,22.1,42.31,16.22,102.09
Village Council,Bhomracherra,948.2955481,Gomati,Amarpur,Amarpur,Nutanbazar,Natunbazar,2023,51.08,46.11,58.18,31.59,186.96
Village Council,Khasmai,790.3493358,Gomati,Amarpur,Amarpur,Kalajhari,Natunbazar,2023,85.27,88.33,51.54,41.49,266.63
Village Council,Indrakishore,495.2961241,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Raishyabari,2023,3.71,4.51,24.05,2.41,34.68
Village Council,Chaplling Cherra,614.9197446,Gomati,Karbook,Tirthamukh,Mandirghat,Mukhchari,2023,55.8,56.48,40.37,43.48,196.13
Village Council,Khedarnal,929.8650588,Gomati,Amarpur,Amarpur,Nutanbazar,Kedarnal,2023,72.9,62.63,59.51,65.49,260.53
Village Council,Madhanjoy,345.1751002,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Raima,2023,24.94,27.4,18.92,26.39,97.65
Village Council,Khapang Bodol,368.6529929,Dhalai,Gandacherra,Gonda Twisa,Raishyabari Proper,Raima,2023,44.73,43.95,29.45,33.92,152.05
Village Council,Paschim Potacherra,1426.006414,Dhalai,Gandacherra,Gonda Twisa,Potacherra,West Potacherra,2023,3.22,4.12,20.48,2.16,29.98
Village Council,Purba Duluma,1590.261184,Gomati,Amarpur,Amarpur,Nutanbazar,East Duluma,2023,131.93,90.26,114.76,90.64,427.59
Village Council,Lebacharamukh,1732.478619,Gomati,Amarpur,Amarpur,Nutanbazar,Bhomracherra,2023,379.23,280.2,81.77,249.8,991
Village Council,Banbihar EDC,264.4425715,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Nakyachara,2023,1.79,0.94,7.45,0.8,10.98
Gram Panchayet,Khakchang,805.0351945,Gomati,Amarpur,Amarpur,Amarpur,Rangkang,2023,41.54,22.41,52.06,14.44,130.45
Village Council,Khetradhan Rouwaja Para,2219.57594,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Raima,2023,12.85,13.22,60.09,11.7,97.86
Village Council,Chanduk Twisa,465.5705511,Gomati,Amarpur,Amarpur,Dalak,Dalak,2023,15.74,8.63,28.13,5.58,58.08
Village Council,South Narikel Kunja,940.5449374,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Thakurcherra,2023,4.75,5.42,28.17,3.67,42.01
Village Council,Chandidas,792.8236247,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Tuichakma,2023,13.59,14.68,39.97,11.62,79.86
Village Council,Sarbajoy Para,2683.298225,Gomati,Amarpur,Amarpur,Dalak,Paharpur,2023,469.82,242.83,139.34,394.71,1246.7
Village Council,Tawbera,757.5833532,Gomati,Amarpur,Amarpur,Amarpur,Rajkang,2023,26.45,15.3,57.75,6.78,106.28
Village Council,North Narikel Kunja,766.1441634,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Tuichakma,2023,6.21,7.58,35.29,7.76,56.84
Gram Panchayet,Tausiha Moin RF,516.1260821,Gomati,Amarpur,Amarpur,Kalajhari,West Malbasa,2023,24.8,17.07,35.76,13.04,90.67
Village Council,Bowalkhali,3428.008175,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Bawalkhali,2023,263.22,261.8,268.29,169.15,962.46
Gram Panchayet,Khabaha,1060.718665,Gomati,Amarpur,Amarpur,Amarpur,Thakchara,2023,27.08,14.57,45.12,9.76,96.53
Village Council,Thakurcherra,1290.208717,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Thakurcherra,2023,15.46,18.1,64.02,19.43,117.01
Village Council,Jharikusum,390.197645,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Ramnagar,2023,5.37,5.23,25.02,6.91,42.53
Village Council,Samal Twisa,3075.034924,Gomati,Amarpur,Amarpur,Kalajhari,East Malbasa,2023,452.58,274.56,188.78,389.66,1305.58
Gram Panchayet,Newlife,404.4535885,Gomati,Amarpur,Killa,Nitya Bazar,Debbari,2023,49.34,36.64,22.43,39.18,147.59
Village Council,Tuichakma,1369.395877,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Tuichakma,2023,39.99,46.63,86.15,34.21,206.98
Village Council,Sangranma EDC,564.9761988,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Ramnagar,2023,17.55,15.57,34.64,12.38,80.14
Village Council,Beledi EDC,1637.867545,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Nakyachara,2023,13.2,10.29,30.78,11.92,66.19
Village Council,Kamalai,446.579248,Gomati,Amarpur,Ampi,Chechua,Lalgiri,2023,3.82,5.14,25.34,2.44,36.74
Village Council,Bankarai Para,1537.917564,Gomati,Amarpur,Amarpur,Bampur,Gungia,2023,142.13,98.34,109.93,104.86,455.26
Village Council,Sukmohan JFMC (e Beat),1533.315583,Gomati,Udaipur,Killa,Nitya Bazar,Dewanbari,2023,110.12,73.63,104.85,89.27,377.87
Village Council,Uttar Thakurcherra,784.7937386,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Pancharatan,2023,9.75,11.23,47.05,12.43,80.46
Village Council,Ranipukur EDC,1044.586608,Dhalai,Gandacherra,Gonda Twisa,Rani Pukur,Ranir Pukur,2023,11.17,16.4,59.61,12.79,99.97
Gram Panchayet,Puskini,1252.608926,Gomati,Amarpur,Killa,Uttar Baramura,Bampur,2023,49.91,36.87,60.57,39.13,186.48
Village Council,Chhankhola,981.4272723,Gomati,Udaipur,Killa,Uttar Baramura,South Brajendra Nagar,2023,41.17,31.17,68.47,34.17,174.98
Village Council,Ramnagar EDC,1100.938263,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2023,37.87,30.03,51.91,25.63,145.44
Village Council,Omlakbari,569.0416947,Gomati,Udaipur,Killa,Nitya Bazar,Noabari,2023,20.35,12.9,34.47,10.38,78.1
Village Council,Biswaram Para EDC,159.8191585,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2023,12.46,9.09,12.89,10.25,44.69
Village Council,Nagarai Bangsi,735.0138977,Gomati,Amarpur,Ampi,Chechua,South Sangang,2023,55.79,47.11,40.82,52.35,196.07
Village Council,Mach kumir EDC,653.5669865,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2023,5.89,4.75,19.45,3,33.09
Village Council,Kalajhari,2429.890474,Gomati,Amarpur,Amarpur,Kalajhari,Gungia,2023,395.73,275.13,158.42,273.7,1102.98
Village Council,Hatimatha,281.115423,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Tuichakma,2023,7.39,10.91,17.79,6.68,42.77
Village Council,Joychandra Para,644.1766473,Gomati,Amarpur,Amarpur,Sarbong,West Sarbong,2023,14.27,10.16,41,5.21,70.64
Village Council,North Sarma,826.5059403,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Narayan Pur,2023,16.58,19.53,52.04,13.33,101.48
Village Council,Laxmipur EDC,277.7913379,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Dhalajhari,2023,18.45,13.64,18.65,10.84,61.58
Village Council,Old Dalapati,1235.61875,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Sarma,2023,41.39,50.35,81.77,35.18,208.69
Village Council,Mohankanta,1689.986155,Gomati,Udaipur,Killa,Uttar Baramura,South Baramura,2023,182.92,135.12,111.58,167.83,597.45
Village Council,Sinsat,380.3925292,Gomati,Udaipur,Killa,Killa,Darjeeling,2023,40.12,26.93,31.86,34.93,133.84
Village Council,Thandachara,1124.880803,Gomati,Udaipur,Killa,Khupilong,Kachigang,2023,22.12,19.91,74.51,13.81,130.35
Village Council,Salka,1667.339992,Gomati,Amarpur,Ampi,Dhanlekha,Sonacherra,2023,32.62,23.18,92.02,12.74,160.56
Village Council,Marua Colony,622.7470039,Gomati,Amarpur,Ampi,Chechua,South Sangang,2023,113.34,64.72,32.75,95.13,305.94
Village Council,Naharmabadal,1058.885192,Gomati,Udaipur,Killa,Killa,Joyingbari,2023,115.99,72.61,72.69,86.88,348.17
Village Council,Chandrakumar EDC,1495.18798,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Laxmipur,2023,73.59,59.28,83.02,50.52,266.41
Village Council,Atharabhola JFMC,496.8080177,Gomati,Udaipur,Killa,T.C Bari,Jalema,2023,1.81,5.34,31.9,1.64,40.69
Village Council,Thumbari,1274.375314,Gomati,Udaipur,Killa,Killa,North Baramura,2023,193.29,129.08,74.34,190.51,587.22
Village Council,Haja Twisha,1493.508337,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Dalapati,2023,62.05,68.22,107.51,47.46,285.24
Village Council,Ganda Twisa,3575.590109,Gomati,Amarpur,Amarpur,Bampur,East Sarbong,2023,558.45,418.05,212.02,491.3,1679.82
Village Council,Rangajhari EDC,643.2667969,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2023,29.69,28.07,39.84,18.94,116.54
Village Council,Kanankta Para,1994.007718,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Uttar Gandacherra,2023,72.14,92.13,157.78,55.97,378.02
Village Council,Longdhor,529.5508976,Gomati,Udaipur,Killa,Khupilong,Bagma,2023,3.23,6.1,34.64,2.89,46.86
Village Council,Ha Khamber,1676.570928,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Kalyansing,2023,92.64,118.01,123.23,79.84,413.72
Village Council,Tangpaiya,4038.917042,Gomati,Amarpur,Ampi,Ekjamchara,Ekjancherra,2023,616.2,424.61,228.1,527.98,1796.89
Village Council,Serthum,588.3423222,Gomati,Amarpur,Ampi,Ampi,North Sangang,2023,72.77,51.73,42.97,62.59,230.06
Village Council,Jari Milre EDC,479.1290548,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2023,21.6,19.67,33.65,13.85,88.77
Village Council,Karna kishore,843.5738217,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Bhagirath,2023,38.64,45.54,58.77,28.23,171.18
Village Council,Kunarampara,431.4061346,Gomati,Amarpur,Ampi,Ekjamchara,Melchi,2023,17.98,13.19,28.38,9.26,68.81
Village Council,Temtui Kami,1542.28927,Gomati,Amarpur,Ampi,Ampi,Chechua,2023,51.24,38.78,90.33,24.8,205.15
Village Council,Mohannya Para,830.5595273,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Bhagirath,2023,45.29,55.77,63.88,33.38,198.32
Village Council,Manthar,2448.323272,Gomati,Udaipur,Killa,Killa,North Brajendra Nagar,2023,225.77,153.61,178.55,190.12,748.05
Village Council,Hojagiri,236.0275668,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2023,20.06,19.96,16.81,15.05,71.88
Village Council,New Boncher,741.9805817,Gomati,Amarpur,Ampi,Ampi,Baishyamani,2023,122.17,69.76,50.94,77.63,320.5
Village Council,Atharamura,878.1725171,Gomati,Amarpur,Ampi,Ekjanchara,Gamaicherra,2023,83.12,60.87,59.06,71.43,274.48
Village Council,Lailak,1955.895563,Gomati,Udaipur,Killa,T.C Bari,North Baramura,2023,345.76,215.43,120.25,328.23,1009.67
Village Council,Nelsi,572.9380424,Gomati,Amarpur,Ampi,Ampi,Ompinagar,2023,15.02,11.02,30.83,7.68,64.55
Village Council,Dalirai EDC,629.2111058,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Jagabandhupara,2023,39.38,35.22,55.17,37.33,167.1
Village Council,20 Kilo,1421.684188,Gomati,Amarpur,Ampi,Dhanlekha,Gamaicherra,2023,292.18,200.14,79.22,219.23,790.77
Village Council,Balong Hamkrai Bodal EDC,838.2293047,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Jagabandhupara,2023,48.41,43.74,62,43.46,197.61
Village Council,Girachandra Para JFMC,1164.767828,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Bhagirath,2023,48.57,84.46,90.67,54.57,278.27
Village Council,Nabakumar Para,706.8683916,Dhalai,Ambassa,Gonda Twisa,Bhagirath Para,Siddha Para,2023,29.86,42.26,49.37,29.51,151
Village Council,Salka,1142.368687,Gomati,Amarpur,Amarpur,Sarbong,Haripur,2023,73.77,51.64,71.31,48.8,245.52
Village Council,Lungthang,1176.680776,Gomati,Amarpur,Ampi,Dhanlekha,Toidudhepa,2023,114.22,70.23,73.43,80.17,338.05
Village Council,Ruhida & Rajaram,1001.259962,Gomati,Amarpur,Ampi,Chankhala,East Taichalong,2023,114.44,72.89,68.69,97.98,354
Village Council,Agachaimarua,1831.602949,Gomati,Udaipur,Killa,T.C Bari,North Baramura,2023,330.22,192.22,117.86,322.62,962.92
Village Council,Punlonga,518.5444356,Gomati,Amarpur,Ampi,Taidu,Taidu,2023,19.65,13.79,33.33,7.34,74.11
Village Council,Ramthwk,596.3272385,Gomati,Amarpur,Ampi,Chankhala,West Taichhlong,2023,40.43,20.81,39.68,18.12,119.04
Village Council,Athukrai,317.8682609,Dhalai,Ambassa,Ganganagar,Ganganagar,Radharambari,2023,15.21,27.69,25.25,14.42,82.57
Village Council,Yakbaksa,788.4623838,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,2023,26.51,62.47,67.56,28.62,185.16
Village Council,Harung Para,1368.110036,Gomati,Amarpur,Ampi,Chankhala,Jambukcherra,2023,94.91,55.57,90.97,63.02,304.47
Village Council,Y-Ghati,1635.059762,Gomati,Amarpur,Killa,T.C Bari,Palku,2023,237.44,145.19,98.06,190.79,671.48
Village Council,Batapara,3745.076826,Gomati,Amarpur,Ampi,Chankhala,Ompicherra,2023,678.94,459.75,203.11,609.86,1951.66
Village Council,Sisathai,514.2416299,Dhalai,Ambassa,Ganganagar,Karnamanipara,Ganganagar,2023,30.77,56.52,44.58,33.74,165.61
Village Council,Lungfung,1881.540965,Gomati,Amarpur,Ampi,Taidu,North Toidu,2023,107.29,66.14,127.12,45.56,346.11
Village Council,Nithok,652.3879647,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,2023,21.52,37.2,50.22,17.89,126.83
Village Council,Salpaha,1158.138717,Dhalai,Ambassa,Ganganagar,Karmapara,Karma Para,2023,97.99,78.53,79.45,76.96,332.93
Village Council,Karasmai,1421.653247,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,2023,104.76,96.52,97.6,90.17,389.05
Village Council,Tongthai,2842.318087,Dhalai,Ambassa,Ganganagar,Karnamanipara,Tetaiya,2023,103.19,223.93,268.25,143.79,739.16
Village Council,Khumber,1493.3623,Dhalai,Ambassa,Gonda Twisa,Ganganagar,Karanmani Para,2023,72.47,146.08,127.86,83.86,430.27
Village Council,Chaskhang,1573.753774,Dhalai,Ambassa,Ganganagar,Karnamanipara,Gurudhan Para,2023,64.09,120.49,126.78,62.76,374.12
Village Council,Tuiyari,1186.533777,Dhalai,Ambassa,Ganganagar,Karnamanipara,Gurudhan Para,2023,135.52,193.15,78.51,116.21,523.39
Village Council,Hamiyakma,1139.696793,Dhalai,Ambassa,Ganganagar,Karmapara,Karma Para,2023,93.23,90.16,81.48,84.33,349.2
Village Council,LamKaham,1467.633997,Dhalai,Ambassa,Ganganagar,Karnamanipara,Karanmani Para,2023,81.69,80.89,116.2,69.65,348.43
Village Council,Khasrang,1895.747904,Dhalai,Ambassa,Ganganagar,Karnamanipara,Karanmani Para,2023,164.48,96.65,224.01,109.54,594.68
Gram Panchayet,Balipara,51.39589958,South Tripura,Sabroom,Satchand,Betaga,Indiranagar,2024,0.06,0.03,1.38,0.03,1.5
Gram Panchayet,Nathurampara,404.8198449,South Tripura,Sabroom,Srinagar,Amlighat,Amlighat,2024,2.8,3.69,14.71,0.92,22.12
Village Council,Herbatali,906.8277182,South Tripura,Belonia,Satchand,Betaga,Harbatali,2024,11.96,14.92,58.22,9.01,94.11
Village Council,Bhangamura,1082.582446,South Tripura,Belonia,Srinagar,Amlighat,Harbatali,2024,41.03,78.42,92.84,57.29,269.58
Village Council,Mandalipara,376.4393268,South Tripura,Sabroom,Satchand,Betaga,Ratanmani,2024,4.39,10.01,27.08,3.62,45.1
Gram Panchayet,Srinagar,484.9227928,South Tripura,Sabroom,Srinagar,Srinagar,Srinagar,2024,1.73,1.58,14.87,0.65,18.83
Village Council,Dulakchari,473.8041812,South Tripura,Sabroom,Srinagar,Amlighat,Ratanmani,2024,23.56,42.05,38.85,35.36,139.82
Gram Panchayet,Pongbari Kanalbari,440.919005,South Tripura,Sabroom,Srinagar,Srinagar,Subashnagar,2024,2.95,2.72,11.86,0.7,18.23
Village Council,Khumchari,571.4346031,South Tripura,Sabroom,Srinagar,Srinagar,Dasharath Nagar,2024,18.66,33.78,40.97,19.37,112.78
Village Council,Uttar Betaga,909.2389351,South Tripura,Belonia,Satchand,Betaga,Betaga,2024,14.45,23.63,61.45,10.99,110.52
Village Council,South Baisnabpur,783.786813,South Tripura,Sabroom,Bankul,Baisnabpur,East Ludhuya,2024,16.83,38.19,70.51,29.08,154.61
Village Council,Joy Sing Bari,1079.854746,South Tripura,Sabroom,Srinagar,Shankartilla,West Takkatulshi,2024,48.24,89.23,100.32,79.6,317.39
Village Council,Kaladhepa,371.5142787,South Tripura,Sabroom,Satchand,Manubazar,Kaladhepa,2024,3.43,5.24,15.27,2.4,26.34
Village Council,Dakshin Bijoypur,606.2007839,South Tripura,Sabroom,Bankul,Baisnabpur,East Ludhuya,2024,15.91,30.89,51.91,26.39,125.1
