GP_VC,JFMC_Name,Area_Hect,District,Forest_Sub,Range,Beat,GP_VC_Name,FCD_Scrub_Land_ha,FCD_Open_Forest_ha,FCD_Moderate_Dense_Forest_ha,FCD_Very_Dense_Forest_ha,Year,Total_Veg_FCD_ha
Village Council,Samal Twisa,3075.03492394,Gomati,Amarpur,Amarpur,Kalajhari,East Malbasa,29.5,238.84,541.48,888.35,2021,1698.17
Gram Panchayet,Newlife,404.453588489,Gomati,Amarpur,Killa,Nitya Bazar,Debbari,3.54,26.44,64.02,130.63,2021,224.63
Village Council,Tuichakma,1369.39587677,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Tuichakma,56.35,263.23,266.64,201.11,2021,787.33
Village Council,Sangranma EDC,564.976198781,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Ramnagar,17.3,126.45,152.68,121.72,2021,418.15
Village Council,Beledi EDC,1637.86754538,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Nakyachara,78.93,370.2,293.3,278.59,2021,1021.02
Village Council,Kamalai,446.579247994,Gomati,Amarpur,Ampi,Chechua,Lalgiri,16.08,88.95,107.51,97.33,2021,309.87
Village Council,Bankarai Para,1537.91756356,Gomati,Amarpur,Amarpur,Bampur,Gungia,28.94,122.75,210.45,534.97,2021,897.11
Village Council,Sukmohan JFMC (e Beat),1533.31558346,Gomati,Udaipur,Killa,Nitya Bazar,Dewanbari,92.8,222.25,254.87,406.72,2021,976.64
Village Council,Uttar Thakurcherra,784.793738606,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Pancharatan,26.57,160.91,189.04,132.74,2021,509.26
Village Council,Ranipukur EDC,1044.58660753,Dhalai,Gandacherra,Gonda Twisa,Rani Pukur,Ranir Pukur,37.99,240.32,288.23,185.76,2021,752.3
Gram Panchayet,Puskini,1252.60892601,Gomati,Amarpur,Killa,Uttar Baramura,Bampur,149.9,304.78,211.0,231.85,2021,897.53
Village Council,Chhankhola,981.427272311,Gomati,Udaipur,Killa,Uttar Baramura,South Brajendra Nagar,93.5,178.8,177.22,190.21,2021,639.73
Village Council,Ramnagar EDC,1100.93826337,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,86.01,297.93,242.27,205.78,2021,831.99
Village Council,Omlakbari,569.041694708,Gomati,Udaipur,Killa,Nitya Bazar,Noabari,75.87,114.38,92.69,116.6,2021,399.54
Village Council,Biswaram Para EDC,159.819158467,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,0.49,13.76,38.05,32.31,2021,84.61
Village Council,Nagarai Bangsi,735.013897708,Gomati,Amarpur,Ampi,Chechua,South Sangang,38.39,96.93,123.46,198.77,2021,457.55
Village Council,Mach kumir EDC,653.566986486,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,103.51,225.7,114.24,51.49,2021,494.94
Village Council,Kalajhari,2429.89047419,Gomati,Amarpur,Amarpur,Kalajhari,Gungia,5.76,148.66,471.11,647.64,2021,1273.17
Village Council,Hatimatha,281.115423049,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Tuichakma,5.57,61.29,66.39,42.05,2021,175.3
Village Council,Joychandra Para,644.176647335,Gomati,Amarpur,Amarpur,Sarbong,West Sarbong,41.17,153.93,142.75,139.42,2021,477.27
Village Council,North Sarma,826.505940311,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Narayan Pur,37.46,218.91,202.23,97.19,2021,555.79
Village Council,Laxmipur EDC,277.791337855,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Dhalajhari,2.52,36.97,75.38,70.21,2021,185.08
Village Council,Old Dalapati,1235.61875047,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Sarma,16.53,162.37,301.98,224.57,2021,705.45
Village Council,Mohankanta,1689.98615462,Gomati,Udaipur,Killa,Uttar Baramura,South Baramura,18.21,123.3,250.04,533.86,2021,925.41
Village Council,Sinsat,380.392529214,Gomati,Udaipur,Killa,Killa,Darjeeling,10.38,44.71,70.78,99.17,2021,225.04
Village Council,Thandachara,1124.8808031,Gomati,Udaipur,Killa,Khupilong,Kachigang,58.67,167.74,318.45,256.69,2021,801.55
Village Council,Salka,1667.3399919,Gomati,Amarpur,Ampi,Dhanlekha,Sonacherra,101.45,304.68,344.75,421.32,2021,1172.2
Village Council,Marua Colony,622.74700385,Gomati,Amarpur,Ampi,Chechua,South Sangang,3.46,31.16,74.38,240.7,2021,349.7
Village Council,Naharmabadal,1058.88519173,Gomati,Udaipur,Killa,Killa,Joyingbari,51.06,128.4,180.36,320.78,2021,680.6
Village Council,Chandrakumar EDC,1495.18798018,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Laxmipur,106.21,286.52,321.96,283.26,2021,997.95
Village Council,Atharabhola JFMC,496.808017671,Gomati,Udaipur,Killa,T.C Bari,Jalema,36.61,124.28,179.82,55.15,2021,395.86
Village Council,Thumbari,1274.37531363,Gomati,Udaipur,Killa,Killa,North Baramura,13.19,70.96,158.01,459.36,2021,701.52
Village Council,Haja Twisha,1493.50833705,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Dalapati,11.51,146.35,331.32,324.74,2021,813.92
Village Council,Ganda Twisa,3575.59010867,Gomati,Amarpur,Amarpur,Bampur,East Sarbong,18.1,168.05,508.73,1194.03,2021,1888.91
Village Council,Rangajhari EDC,643.266796865,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,15.3,93.81,138.24,152.09,2021,399.44
Village Council,Kanankta Para,1994.00771791,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Uttar Gandacherra,36.58,248.88,486.77,360.25,2021,1132.48
Village Council,Longdhor,529.550897599,Gomati,Udaipur,Killa,Khupilong,Bagma,49.76,131.46,178.94,63.5,2021,423.66
Village Council,Ha Khamber,1676.57092761,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Kalyansing,8.42,133.21,321.58,358.5,2021,821.71
Village Council,Tangpaiya,4038.91704244,Gomati,Amarpur,Ampi,Ekjamchara,Ekjancherra,54.84,297.05,576.4,1367.68,2021,2295.97
Village Council,Serthum,588.342322225,Gomati,Amarpur,Ampi,Ampi,North Sangang,6.58,44.95,118.69,178.71,2021,348.93
Village Council,Jari Milre EDC,479.129054769,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,7.09,87.94,128.49,103.75,2021,327.27
Village Council,Karna kishore,843.573821707,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Bhagirath,2.21,53.02,154.68,192.13,2021,402.04
Village Council,Kunarampara,431.406134638,Gomati,Amarpur,Ampi,Ekjamchara,Melchi,26.04,68.47,100.55,117.84,2021,312.9
Village Council,Temtui Kami,1542.28926988,Gomati,Amarpur,Ampi,Ampi,Chechua,129.78,315.53,299.74,354.42,2021,1099.47
Village Council,Mohannya Para,830.55952729,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Bhagirath,1.46,38.48,162.77,192.74,2021,395.45
Village Council,Manthar,2448.32327165,Gomati,Udaipur,Killa,Killa,North Brajendra Nagar,95.85,320.83,475.61,649.77,2021,1542.06
Village Council,Hojagiri,236.027566788,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,3.42,34.93,51.08,55.26,2021,144.69
Village Council,New Boncher,741.980581738,Gomati,Amarpur,Ampi,Ampi,Baishyamani,4.5,33.01,116.8,260.44,2021,414.75
Village Council,Atharamura,878.17251714,Gomati,Amarpur,Ampi,Ekjanchara,Gamaicherra,40.12,116.34,174.26,231.91,2021,562.63
Village Council,Lailak,1955.89556295,Gomati,Udaipur,Killa,T.C Bari,North Baramura,5.34,68.74,268.57,657.89,2021,1000.54
Village Council,Nelsi,572.938042447,Gomati,Amarpur,Ampi,Ampi,Ompinagar,84.22,171.19,116.25,87.48,2021,459.14
Village Council,Dalirai EDC,629.211105796,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Jagabandhupara,4.73,73.92,145.13,114.29,2021,338.07
Village Council,20 Kilo,1421.68418844,Gomati,Amarpur,Ampi,Dhanlekha,Gamaicherra,1.67,50.4,211.62,526.89,2021,790.58
Village Council,Balong Hamkrai Bodal EDC,838.229304652,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Jagabandhupara,18.74,165.15,221.61,178.84,2021,584.34
Village Council,Girachandra Para JFMC,1164.76782806,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Bhagirath,5.91,98.57,247.63,212.42,2021,564.53
Village Council,Nabakumar Para,706.868391588,Dhalai,Ambassa,Gonda Twisa,Bhagirath Para,Siddha Para,1.82,62.1,141.21,141.95,2021,347.08
Village Council,Salka,1142.3686874,Gomati,Amarpur,Amarpur,Sarbong,Haripur,85.38,193.7,229.58,274.05,2021,782.71
Village Council,Lungthang,1176.68077564,Gomati,Amarpur,Ampi,Dhanlekha,Toidudhepa,43.29,122.81,202.13,375.79,2021,744.02
Village Council,Ruhida & Rajaram,1001.25996196,Gomati,Amarpur,Ampi,Chankhala,East Taichalong,24.31,76.88,171.21,312.04,2021,584.44
Village Council,Agachaimarua,1831.60294938,Gomati,Udaipur,Killa,T.C Bari,North Baramura,2.07,57.72,237.05,605.7,2021,902.54
Village Council,Punlonga,518.544435583,Gomati,Amarpur,Ampi,Taidu,Taidu,28.17,110.03,114.41,136.89,2021,389.5
Village Council,Ramthwk,596.327238508,Gomati,Amarpur,Ampi,Chankhala,West Taichhlong,39.55,98.13,110.15,160.53,2021,408.36
Village Council,Athukrai,317.868260926,Dhalai,Ambassa,Ganganagar,Ganganagar,Radharambari,1.86,36.38,81.43,62.51,2021,182.18
Village Council,Yakbaksa,788.462383816,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,3.97,80.39,203.76,137.57,2021,425.69
Village Council,Harung Para,1368.11003648,Gomati,Amarpur,Ampi,Chankhala,Jambukcherra,93.19,208.02,236.59,370.3,2021,908.1
Village Council,Y-Ghati,1635.05976157,Gomati,Amarpur,Killa,T.C Bari,Palku,12.5,86.84,229.7,568.01,2021,897.05
Village Council,Batapara,3745.07682631,Gomati,Amarpur,Ampi,Chankhala,Ompicherra,21.85,201.32,530.45,1333.83,2021,2087.45
Village Council,Sisathai,514.241629853,Dhalai,Ambassa,Ganganagar,Karnamanipara,Ganganagar,0.6,38.22,127.36,100.11,2021,266.29
Village Council,Lungfung,1881.54096483,Gomati,Amarpur,Ampi,Taidu,North Toidu,84.72,268.05,386.33,603.48,2021,1342.58
Village Council,Nithok,652.387964658,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,16.72,106.07,173.69,126.41,2021,422.89
Village Council,Salpaha,1158.13871714,Dhalai,Ambassa,Ganganagar,Karmapara,Karma Para,7.34,91.93,207.18,242.93,2021,549.38
Village Council,Karasmai,1421.65324712,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,8.36,135.64,296.22,345.48,2021,785.7
Village Council,Tongthai,2842.31808744,Dhalai,Ambassa,Ganganagar,Karnamanipara,Tetaiya,8.56,298.81,627.72,391.29,2021,1326.38
Village Council,Khumber,1493.3623,Dhalai,Ambassa,Gonda Twisa,Ganganagar,Karanmani Para,1.84,91.57,340.92,320.94,2021,755.27
Village Council,Chaskhang,1573.75377408,Dhalai,Ambassa,Ganganagar,Karnamanipara,Gurudhan Para,8.04,152.22,360.47,284.8,2021,805.53
Village Council,Tuiyari,1186.53377723,Dhalai,Ambassa,Ganganagar,Karnamanipara,Gurudhan Para,4.21,97.61,238.21,284.38,2021,624.41
Village Council,Hamiyakma,1139.69679265,Dhalai,Ambassa,Ganganagar,Karmapara,Karma Para,7.65,86.54,196.89,256.94,2021,548.02
Village Council,LamKaham,1467.63399723,Dhalai,Ambassa,Ganganagar,Karnamanipara,Karanmani Para,13.56,161.0,303.13,266.62,2021,744.31
Village Council,Khasrang,1895.74790361,Dhalai,Ambassa,Ganganagar,Karnamanipara,Karanmani Para,10.37,130.74,412.51,302.44,2021,856.06
Gram Panchayet,Balipara,51.3958995764,South Tripura,Sabroom,Satchand,Betaga,Indiranagar,8.3,20.11,8.57,2.23,2022,39.21
Gram Panchayet,Nathurampara,404.819844884,South Tripura,Sabroom,Srinagar,Amlighat,Amlighat,31.62,151.77,76.26,29.27,2022,288.92
Village Council,Herbatali,906.827718162,South Tripura,Belonia,Satchand,Betaga,Harbatali,63.19,260.39,213.38,74.52,2022,611.48
Village Council,Bhangamura,1082.58244613,South Tripura,Belonia,Srinagar,Amlighat,Harbatali,21.05,207.52,267.85,127.86,2022,624.28
Village Council,Mandalipara,376.43932684,South Tripura,Sabroom,Satchand,Betaga,Ratanmani,21.12,119.59,78.78,28.5,2022,247.99
Gram Panchayet,Srinagar,484.922792835,South Tripura,Sabroom,Srinagar,Srinagar,Srinagar,51.11,179.14,126.3,58.72,2022,415.27
Village Council,Dulakchari,473.804181204,South Tripura,Sabroom,Srinagar,Amlighat,Ratanmani,4.91,70.62,117.05,66.04,2022,258.62
Gram Panchayet,Pongbari Kanalbari,440.919005037,South Tripura,Sabroom,Srinagar,Srinagar,Subashnagar,53.48,162.22,102.21,53.56,2022,371.47
Village Council,Khumchari,571.43460311,South Tripura,Sabroom,Srinagar,Srinagar,Dasharath Nagar,19.37,139.79,142.34,94.1,2022,395.6
Village Council,Uttar Betaga,909.238935141,South Tripura,Belonia,Satchand,Betaga,Betaga,32.27,223.26,225.5,70.78,2022,551.81
Village Council,South Baisnabpur,783.786813016,South Tripura,Sabroom,Bankul,Baisnabpur,East Ludhuya,32.95,211.5,208.29,98.22,2022,550.96
Village Council,Joy Sing Bari,1079.85474589,South Tripura,Sabroom,Srinagar,Shankartilla,West Takkatulshi,11.41,150.46,273.24,169.75,2022,604.86
Village Council,Kaladhepa,371.514278694,South Tripura,Sabroom,Satchand,Manubazar,Kaladhepa,22.49,103.41,111.73,38.03,2022,275.66
Village Council,Dakshin Bijoypur,606.200783885,South Tripura,Sabroom,Bankul,Baisnabpur,East Ludhuya,15.33,115.03,176.01,114.84,2022,421.21
Village Council,Gagrabosti,720.781687775,South Tripura,Sabroom,Bankul,Baisnabpur,Baishnabpur,55.02,211.69,152.38,83.13,2022,502.22
Gram Panchayet,Madhupara,625.815532408,South Tripura,Sabroom,Srinagar,Shankartilla,Rajnagar,5.51,72.22,138.51,160.11,2022,376.35
Village Council,Phulchari,186.967252257,South Tripura,Sabroom,Satchand,Manubazar,North Kaladhepa,8.19,56.75,62.96,16.79,2022,144.69
Village Council,Ramchanpara,2353.09572343,South Tripura,Sabroom,Srinagar,Shankartilla,East Tekka Tulshi R.F,38.21,379.38,588.47,344.77,2022,1350.83
Village Council,Salka,1057.32737303,South Tripura,Sabroom,Bankul,Magroom,Magroom,27.89,172.31,271.56,177.87,2022,649.63
Village Council,Mawchang,1020.3075696,South Tripura,Sabroom,Bankul,Magroom,East Sabroom,26.18,182.59,244.0,186.88,2022,639.65
Gram Panchayet,Joypur,885.80361316,South Tripura,Belonia,Hrishyamukh,Nalua,Krishnanagar,78.09,333.96,198.04,101.86,2022,711.95
Village Council,Naya Bari,739.9747893,South Tripura,Belonia,Hrishyamukh,Nalua,Kailash Nagar,3.94,73.48,171.52,168.0,2022,416.94
Village Council,Lama Kahum,1077.67320808,South Tripura,Belonia,Hrishyamukh,Nalua,Kailash Nagar,9.48,99.6,230.91,295.14,2022,635.13
Gram Panchayet,Krishnanagar,681.827080141,South Tripura,Belonia,Hrishyamukh,Nalua,Haripur,51.0,226.68,172.47,114.55,2022,564.7
Village Council,Manoranjanpara,776.811393393,South Tripura,Sabroom,Bankul,Magroom,East Sabroom,9.65,106.18,197.68,144.05,2022,457.56
Village Council,Brinda Kishore Roaja Para,1544.6498855,South Tripura,Sabroom,Bankul,Bankul,Bishnupur,34.47,296.51,366.12,265.2,2022,962.3
Gram Panchayet,Malambari,941.44723087,South Tripura,Belonia,Hrishyamukh,Malambari,Hrishyamukh,70.3,315.5,289.1,139.9,2022,814.8
Village Council,Ananda Kumar,413.728472093,South Tripura,Sabroom,Satchand,Bhuratali,Gardang,13.54,93.53,138.61,76.03,2022,321.71
Village Council,Chota Sakbari,347.640035295,South Tripura,Sabroom,Satchand,Bhuratali,Gardang,16.04,73.47,103.19,52.1,2022,244.8
Village Council,Maa Bankumai,1965.79397961,South Tripura,Belonia,Hrishyamukh,Hrishyamukh,Dhananjoy Nagar,14.73,186.76,452.1,554.73,2022,1208.32
Village Council,Chati,608.126203007,South Tripura,Sabroom,Satchand,Bhuratali,North Taichima,20.75,154.16,172.72,59.52,2022,407.15
Gram Panchayet,Bhatubari,1539.28003877,South Tripura,Belonia,Hrishyamukh,Motai,Debipur,101.16,468.28,552.19,215.35,2022,1336.98
Village Council,Khakaham,709.415068979,South Tripura,Belonia,Kakulia,Manirambari,Manirampur,14.44,151.45,202.41,144.43,2022,512.73
Village Council,South Hichachara,1035.42012358,South Tripura,Santirbazar,Kakulia,Abhanga,Ramraibari,48.87,221.07,319.91,181.11,2022,770.96
Village Council,Thansha,687.607953157,South Tripura,Belonia,Kakulia,Manirambari,Shibpur,5.19,82.94,160.9,194.9,2022,443.93
Village Council,Sachirambari,1705.56944018,South Tripura,Santirbazar,Kakulia,Abhanga,South Hichacherra,76.65,604.81,377.31,117.04,2022,1175.81
Village Council,Hakchal,775.586408288,South Tripura,Santirbazar,Kakulia,Srikantabari,Abangchara,19.67,182.29,190.04,95.28,2022,487.28
Gram Panchayet,Madhya Pilak,758.484846032,South Tripura,Santirbazar,Kakulia,Abhanga,South Jolaibari,29.79,174.28,221.87,76.64,2022,502.58
Village Council,Mohininagar,795.769978331,South Tripura,Belonia,Hrishyamukh,Motai,Mohini Nagar,12.12,114.51,197.65,232.22,2022,556.5
Gram Panchayet,Joykatpur,733.815354216,South Tripura,Belonia,Hrishyamukh,Motai,Baspadua,44.9,217.38,271.83,79.34,2022,613.45
Village Council,Khorangbaksha,1148.00517798,South Tripura,Belonia,Kakulia,Manirambari,Shibpur,85.04,323.0,301.82,175.32,2022,885.18
Village Council,Pohar,1602.85924483,South Tripura,Santirbazar,Kakulia,Srikantabari,Tuirbhuma Kowaifung,5.62,182.83,384.89,251.56,2022,824.9
Gram Panchayet,Kathalia,1385.90510724,South Tripura,Santirbazar,Kakulia,Muhuripur,Muhuripur,133.07,404.86,382.59,298.58,2022,1219.1
Village Council,Ambuchai,592.837673005,South Tripura,Belonia,Hrishyamukh,Ratanpur,Ratanpur,41.81,145.7,173.64,106.74,2022,467.89
Gram Panchayet,Khunati,1442.23013254,South Tripura,Santirbazar,Kakulia,Kakulia,Muhuripur R.F.,131.11,340.67,347.62,268.64,2022,1088.04
Gram Panchayet,Kasta Kumar Para,1104.2153466,South Tripura,Santirbazar,Kakulia,Srikantabari,North Jolaibari,44.74,232.98,280.71,142.53,2022,700.96
Gram Panchayet,Sakyamuni,752.264378597,South Tripura,Santirbazar,Kakulia,Kakulia,Latua Tilla,40.53,200.19,271.71,163.39,2022,675.82
Gram Panchayet,Gaburchara,341.116399955,South Tripura,Belonia,Hrishyamukh,Ratanpur,North Sarashima,42.48,120.22,79.85,38.29,2022,280.84
Village Council,Sanghati,893.876368877,South Tripura,Belonia,Hrishyamukh,Ratanpur,Gaburcherra,54.97,227.49,277.29,173.86,2022,733.61
Village Council,Khumthaima,615.063500273,South Tripura,Santirbazar,Kakulia,Kalashi,Kalshimukh,8.86,77.17,133.68,109.3,2022,329.01
Village Council,Twisawatalok,862.388207809,South Tripura,Santirbazar,Kakulia,Kalashi,Kalshimukh,25.04,144.86,233.95,183.7,2022,587.55
Village Council,Vaktiram,422.330906142,South Tripura,Santirbazar,Bagafa,Laxmicherra,Baikhora,8.55,46.83,118.4,117.48,2022,291.26
Gram Panchayet,Swrangdi,1433.46054891,South Tripura,Belonia,Bagafa,Santirbazar,Gardhang,112.58,449.1,421.49,222.75,2022,1205.92
Village Council,Yakalam,1633.77252567,South Tripura,Santirbazar,Bagafa,Laxmicherra,Laxmicherra,37.61,253.92,344.8,336.35,2022,972.68
,Raikalam,247.275454696,South Tripura,Santirbazar,Bagafa,Bagafa,,3.33,24.55,52.96,48.07,2022,128.91
Village Council,Laxmicherra,1842.4554739,South Tripura,Santirbazar,Bagafa,Laxmicherra,Laxmicherra,15.82,177.11,373.11,281.61,2022,847.65
Village Council,Pragati,402.764040818,South Tripura,Santirbazar,Bagafa,Santirbazar,Kathaliacherra,18.67,71.15,115.33,138.38,2022,343.53
Village Council,Rabithakur,658.744148845,Sepahijala,Sonamura,Kathalai,Kathalai,Manaipathar,78.2,284.54,142.29,38.74,2022,543.77
Village Council,Agragati,1325.87281894,South Tripura,Santirbazar,Bagafa,Bagafa,Madhya Kathalia,17.46,159.38,256.34,311.37,2022,744.55
Gram Panchayet,Maitry,509.009811421,Sepahijala,Sonamura,Kathalai,Jatrapur,South Maheshpur,36.67,229.92,113.02,50.91,2022,430.52
Village Council,Twisawaklou,761.369388166,South Tripura,Santirbazar,Bagafa,Patichari,Rajapur,38.98,227.08,261.47,83.9,2022,611.43
Village Council,Taj,888.612506686,South Tripura,Santirbazar,Bagafa,Manpathar,South Takmachara,51.25,203.31,254.84,207.52,2022,716.92
Village Council,Twichoma,408.782866957,South Tripura,Santirbazar,Bagafa,Bagafa,Kathaliacherra,14.58,87.15,107.41,116.4,2022,325.54
Village Council,Paribartan,1214.43749487,South Tripura,Belonia,Bagafa,Bagafa,Debipur,3.26,90.81,222.75,316.53,2022,633.35
Gram Panchayet,Sanghati,999.114289477,Sepahijala,Sonamura,Kathalai,Kathalai,Kathalia,112.03,395.65,231.55,73.28,2022,812.51
Gram Panchayet,Banakalayan,560.090779087,Sepahijala,Sonamura,Kathalai,Masima,Nirvoypur,48.51,310.95,94.7,15.04,2022,469.2
Village Council,Kokbang Motha,438.549315413,South Tripura,Santirbazar,Bagafa,Devipur,Kathaliacherra,7.7,51.99,80.16,142.2,2022,282.05
Village Council,Valasa,776.451286667,South Tripura,Santirbazar,Bagafa,Manpathar,South Takmachara,42.46,177.69,220.87,164.36,2022,605.38
Gram Panchayet,MBBKM,502.520168767,Sepahijala,Sonamura,Kathalai,Masima,Jatrapur,62.23,255.8,67.87,16.85,2022,402.75
Village Council,Patichari,1377.00627167,South Tripura,Santirbazar,Bagafa,Patichari,Patichhari,86.06,400.9,508.51,200.57,2022,1196.04
Village Council,Kamihumkrai,1231.93858827,South Tripura,Santirbazar,Bagafa,Devipur,South Takmachara,27.29,186.44,287.42,296.18,2022,797.33
Village Council,Takma,1823.70062033,South Tripura,Belonia,Bagafa,Manpathar,Takmacherra,78.61,433.85,546.9,341.92,2022,1401.28
Village Council,Yaprikta,1758.70186956,South Tripura,Belonia,Bagafa,Devipur,Debipur,10.71,152.27,350.75,451.92,2022,965.65
Village Council,Sabujdeep,1349.79597252,Sepahijala,Sonamura,Kathalai,Jatrapur,Dasarath Bari,24.98,480.43,531.15,127.82,2022,1164.38
Village Council,Sonapur,477.951873531,Sepahijala,Sonamura,Kathalai,Dhanpur,Kalikhola,41.97,213.27,105.77,17.0,2022,378.01
,Janakalyan,488.747277659,Sepahijala,Sonamura,Melaghar,Kalakhet,,32.74,246.91,140.79,26.0,2022,446.44
,Agragami,508.719874497,Sepahijala,Sonamura,Melaghar,Kalakhet,,69.83,259.45,100.29,19.95,2022,449.52
Gram Panchayet,Harichand Humkrai,576.980486944,Sepahijala,Sonamura,Melaghar,Induria,Baniachara,19.53,219.18,222.03,45.56,2022,506.3
Village Council,Chandulkami,1048.45460114,Sepahijala,Sonamura,Melaghar,Induria,Chandul,52.62,339.15,387.05,120.06,2022,898.88
Gram Panchayet,Indra Kumar Para,634.393480741,Sepahijala,Sonamura,Melaghar,Bairagibazar,Bejimara,91.7,265.67,123.47,40.28,2022,521.12
,Ramapadapara,122.991213557,Sepahijala,Sonamura,Melaghar,Sonamara,,8.35,46.82,34.18,12.69,2022,102.04
Gram Panchayet,Matinagar,1617.82966655,Sepahijala,Sonamura,Boxanagar,Matinagar,Matinagar,149.49,698.5,403.2,70.5,2022,1321.69
Village Council,Panchnaliya,647.303111942,Sepahijala,Sonamura,Boxanagar,Matinagar,Dhanirampur,16.16,175.03,241.87,99.44,2022,532.5
Gram Panchayet,Kamalnagar,627.091768573,Sepahijala,Sonamura,Boxanagar,Kamalnagar,Kamalnagar,60.56,262.26,166.41,30.37,2022,519.6
Village Council,Bijoynagar,874.579267008,Sepahijala,Sonamura,Boxanagar,Kamalnagar,Bijoynagar,23.05,270.36,283.55,101.3,2022,678.26
Gram Panchayet,South Kalamchowra,656.865334562,Sepahijala,Sonamura,Boxanagar,Kalamchowra,South Kalamchora,64.32,253.37,166.56,42.5,2022,526.75
